0002ba2aa05bd0ee3b6fb59050029ebd58bb349684047983cbb00dd9fda67c67,0,TCsGsgFy8NpMhv6T9Eyks6qdNx4tHBVd3y,TNaRAoLUyYEV2uF7GUrzSjRQTU8v5ZJ5VR,260.0
001018f23fecdc587c4e7f13041287abde3c3ab1b153374ec3ecc8b0305131e0,0,TMVGvfdwdP72UcdSa8sx1ZXZmD25wKwfxv,TAUN6FwrnwwmaEqYcckffC7wYmbaS6cBiX,527.5744
0060d93712ceba89a02381f13816eccb6f58b7a84418923d317c1850902d7cac,0,TKNkcuYxU9dQRh2kFdHTkhkufDmbXLjWxp,TQf386QTXpeWCqtqxQZi6mRQhM54385Ym6,3500.0
0025465ec8966a226640d115fc381fc66c92611da8b42d4ed14a969d55d70b7b,0,TLBUF4W5iDapqesk6NqyFdi1j29scCvJCA,THpxz7QQmxcPjBrC9RKHh8Yjg3uH8jnJWP,42.5318
00798b14c1cfb67d435b56c1446e3a7713bed1f7923f68ba63fc732464a7f41e,0,TYxcMSBxzJE4d5KwFrk7gsHzF6iz4Fi1bS,TNJztqvEpbsWLSmwydXnUCygV8uv4PUfsr,0.425618
0008714a4f25eac153c97e0c38c031e22c5f1487c94da02949bf56452bf26fef,0,TAUN6FwrnwwmaEqYcckffC7wYmbaS6cBiX,TMShWADV5RfUnc6shQLkyewFo3MeZKsCst,264.526243
0057d810a6a93b08a4a6372ac24605e7488b67edbc3b9790722440485b67b6ba,0,TSoRyWxSJ7HzBCWQrTFoz6yuaMtpK7Wodu,TYVNE1BJDHvbReE1sBeHzZ86n2n2dxDwxM,199.7
0036ec82af6b8e1c839d97c0b3654bc41f2ae263a7507b3281e10ece732c13c5,0,TLeFJf1qn2aZk2mAJq71LGC45ugLL4AjPV,TVCp75qj6wW3K2cQa4yBhLMpFYZ5wqELbe,0.3
005a200a439edb14ad30b52e12a0df581ed5e98a5db6e2609dd8415e283d4ac0,0,TAv7MmGYVo4o3b3qXHv2iXZTfXiFTWhhg8,TCzigarovbkxJNSkFTvtQCzpktt91NX764,0.000771
01014be748f6cb50f47c008c3796de1b8c20a889052766fecda774049b2d59c4,0,TNaRAoLUyYEV2uF7GUrzSjRQTU8v5ZJ5VR,TXGmzWsaVDKTRXqbmQjC24GRxaTnpbYxsZ,161.171
